,id,deceased,current_status,branch_id,branch_name,college,gender,location,referrer,league,username
8447,8447,False,std,9707,LawrenceU,University of Virginia,Male,"Washington, DC",12892,Cherry,GirgentiJ
15869,15869,False,std,14206,MatrosM,Sarah Lawrence College,Female,"Hudson, New York",14206,Spring,GirolamoA
52036,52036,False,std,15276,GuinnJP,Clarkson University,Male,"Syracuse, New York",48331,Delta,GirouxC
66904,66904,False,std,11808,MankaI,Stanford,Male,"San Francisco, California",64478,Valhalla,GirvinS
15209,15209,False,pm,12452,LessingG,"Worcester Polytechnic Institute, University of Vermont",Male,"Colchester, Vermont",2744,Elysium,GisselM
47100,47100,False,std,12452,LessingG,Northeastern University,Male,"St. Albans, Vermont",15209,Elysium,GisselR
34193,34193,False,std,24813,WernerD,UMIST,Male,"Stone Ridge, New York",15048,Quetzal,GittinsM
44716,44716,False,std,11926,MyersA,,Male,"Madison, Wisconsin",29579,Aurora,GittinsR
27524,27524,False,std,4099,SarinskyM,Holy Cross/ University of Rhode Island,Male,"Portsmouth, Rhode Island",1576,Citadel,GittusD
48936,48936,False,std,19934,GuyR,University of Washington,Male,"Mercer Island, Washington",40467,Zenith,GiulianoM
62754,62754,False,std,3805,GoldsteinB,"University of Oklahoma, UCLA",Male,"Norman, Oklahoma",26901,Summit,GivensC
58889,58889,False,pm,8225,EdwardsT,University of Washington,Male,"Seattle, Washington",3051,Valley,GjerseeT
45777,45777,False,std,26243,OrdC,,Male,"Vancouver, British Columbia",26243,Pacific,GjosS
7227,7227,False,pm,7227,GlaabG,University of Louisville,Cisgender Male,"Jeffersonville, Indiana",17115,Orbital,GlaabG
41336,41336,False,std,10831,DiGiorgioN,,Female,"Lafayette Hill, Pennsylvania",1216,Peninsula,GlaceL
62314,62314,False,std,14700,LeeD2,Stanford,Male,"Brooklyn, New York",13974,Aurora,GladC
44656,44656,False,topcont,19994,Jaime-BettanR,"Brown, Columbia, Georgetown",Male,"Scotch Plains, New Jersey",19994,Juniper,GladstoneM
23773,23773,False,std,20254,BondT,Duke University,Female,"Alpharetta , Georgia",6616,Outback,GlaserA
68022,68022,False,std,15533,KahnKS,Middlebury College,Male,"Philadelphia, Pennsylvania",47115,Juniper,GlaserA2
20840,20840,False,pm,6935,AlbertsonJC,Emory University,Female,"New York, New York",6935,Yukon,GlaserJ
26947,26947,False,std,2101,MorelloM,Cornell University,Female,"New York, New York",26799,Alpine,GlaserLM
6616,6616,False,std,20254,BondT,Miskatonic University,Male,"Alpharetta, Georgia",19960,Outback,GlaserP
15372,15372,False,std,16394,MockR,Washington University in St. Louis,Male,"Washington, DC",16394,Rubicon,GlaserPB
28780,28780,False,std,16394,MockR,,Female,"Port Washington, New York",15372,Rubicon,GlaserR
26183,26183,False,std,16394,MockR,Columbia,Male,"Port Washington, New York",15372,Rubicon,GlaserS
48513,48513,False,std,36534,LaClairPat,University of Rochester,Female,"Medford, Massachusetts",44766,Taiga,GlasnerM
35972,35972,False,std,24582,RudingerK,Chapman University,Female,"Glendale, California",24531,Laurel,GlassC
45935,45935,False,pm,18774,ValancyZ,Northwestern University,Male,"Chicago, Illinois",44059,Glacier,GlassJ
42895,42895,False,std,38700,JeromeR,Colgate University,Male,"Washington, DC",38700,Woodlands,GlassKW
37311,37311,False,pm,17816,DreyfusB,Harvard,Female,"Mountainside, New Jersey",17816,Utopia,GlassN
22375,22375,False,pm,22375,GlassR,Syracuse,Female,"New York, New York",17562,Centennial,GlassR
8605,8605,False,std,20355,CapodiceN,Binghamton,Male,"Houston, Texas",11499,Commonwealth,GlassR2
51730,51730,False,std,26702,GottschlichA,,Male,"Jersey City, New Jersey",50774,Mesa,GlassS
22475,22475,False,cc,14985,WattsA,Amherst College,Male,"Wellesley, Massachusetts",26806,Sierra,GlassenbergC
60660,60660,False,pm,22950,VachaspatiP,MIT,Male,"Berkeley, California",21567,Zephyr,GlasserD
65126,65126,False,std,17440,TanJ,United States,Male,"Henrico, Virginia",60154,Seneca,GlasserD2
45886,45886,False,std,18067,LevineAS,Appalachian State University,Male,"Durham, North Carolina",37764,Yukon,GlassmanM
52110,52110,False,pm,15051,QuinnC9,Kent State University / Cal St Fullerton,Male,"Los Angeles, California",46244,Palisade,GlassmanM2
46351,46351,False,std,28793,ColocciT,,Male,"Washington, DC",36314,Nova,GlassmanMD
37764,37764,False,std,18067,LevineAS,Brandeis University,Female,"Durham, North Carolina",18067,Yukon,GlassmanV
58140,58140,False,topcont,36467,NoggleR,Austin Peay State University,Male,"North Hollywood, California",52585,Foundry,GlassmeyerSK
22700,22700,False,std,22124,BicksA,Princeton,Female,"Jerusalem, Israel",22124,Byzantium,GlattC
28250,28250,False,std,4048,McDonaldB,Duke,Female,"Gaithersburg, Maryland",10758,Bayou,GlawL
49423,49423,False,pm,1574,ZiefS,The George Washington University,Male,"Kansas City, Missouri",47026,Olympic,GlazeB
60353,60353,False,std,12483,LacksonenD,,Female,"Woodbridge, Virginia",52833,Outback,GlazeM
44291,44291,False,pm,25036,HillKM,Washington University,Male,"Washington, DC",9518,Byzantium,GlazerB
10103,10103,False,std,23493,MesrobianD,Princeton University,Female,"New York, New York",23493,Monolith,GlazerE
26703,26703,False,std,10795,BlomE,Wossamotta U,Male,"Washington, DC",23500,Ravenna,GlazierE
35875,35875,False,std,5061,JonesT2,Cornell University,Male,"Hoosick Falls, New York",1682,Centennial,GleasonB
67298,67298,False,std,9209,LipkinS,,Male,"New York, New York",29198,Lyceum,GleasonC
52578,52578,False,std,26090,BertelliE,University of Texas at Austin,Male,"Austin, Texas",46238,Continental,GlebJ
46465,46465,False,std,2104,TricchinelliR,Penn State University,Male,"Washington, DC",44585,Sierra,GleditschC
4846,4846,False,std,10086,PaulkD,UCSD,Male,"Denver, Colorado",5840,Seaboard,GleedM
24053,24053,False,std,10086,PaulkD,Carnegie Mellon,Male,"Mountain View, California",4846,Seaboard,GleedT
48248,48248,False,pm,29227,LovejoyA,University of Michigan,Male,"San Francisco, California",41873,Canyon,GleemanD
53455,53455,False,std,11690,MeehanH,Dublin Institute of Technology,Male,"New York, New York",49223,Sakura,GleesonJ
66589,66589,False,topcont,17415,AastorpH,,Male,"London, United Kingdom",38160,Meridian,GleesonJ2
17477,17477,False,std,19486,EisenmanJ,,Female,"Los Angeles, California",19486,Meridian,GleggR
52056,52056,False,std,34978,RouseE,Vanderbilt University,Female,"Nashville, Tennessee",48167,Skyline,GleiserS
59872,59872,False,deactivated,,,,,,,,Glenn-BradleyA
51567,51567,False,std,25459,GoffD,University of Oklahoma,Female,"Wichita, Kansas",25459,Frontier,GlennS
61621,61621,False,std,20355,CapodiceN,Sauk Valley Community College,Man,"Torrance, California",43291,Commonwealth,GlennT
24788,24788,False,std,26357,ChaneskiJ,University of Georgia,Female,"Decatur, Georgia",26357,Plaza,GlennVB
13134,13134,False,std,3210,DiGeorgeL,,Male,"Jacksonville, Florida",4163,Glacier,GlennonW
65977,65977,False,std,3808,KoestererP,Emory,Man,"Walnut Creek, California",3808,Piedmont,GlickM knowsomethings
67334,67334,False,cc,10356,HahnT,UIUC,Male,"Chicago, Illinois",10356,Alpine,GlickR
58652,58652,False,std,1584,GressG,Brooklyn College,Male,"Denver, Colorado",11730,Riviera,GlickmanA
58921,58921,False,std,20582,DeekerA,United States,Female,"Ellicott City, Maryland",45453,Denali,GlickmanI
42274,42274,False,topcont,20364,ManfrediM,Michigan,Male,"Los Angeles, California",39442,Pacific,GlickmanJ
45453,45453,False,std,20582,DeekerA,James Madison University,Female,"Rockville, Maryland",9076,Denali,GlickmanW
64284,64284,False,std,29125,RubensteinM,,Male,"Orlando, Florida",61007,Skyline,GlicksteinD
24972,24972,False,cc,24972,GliddenB,,Male,"San Francisco, California",25763,Meadow,GliddenB
14126,14126,False,pm,12494,SanderD,University of Calgary,Male,"Calgary, Alberta",6619,Windward,GlinD
58423,58423,False,std,2950,KirkC,,Male,"Denver, Colorado",39083,Morningstar,GlinesL
12433,12433,False,std,22231,TapperM,,Male,"Columbus, Ohio",22231,Forest,GlogowerA
44999,44999,False,std,1806,BurnettC,,Female,"Austin, Texas",10365,Nebula,Glover-WilsonE
15613,15613,False,std,15613,GloverD,University of Texas at Austin,Male,"Houston, Texas",29236,Orange,GloverD
65916,65916,False,std,3516,McDowellJ,Vanderbilt / UC Riverside,Male,"Atlanta, Georgia",60828,Highland,GloverJB
54044,54044,False,std,38199,CullenJ,Ohio State University,Male,"Rockville, Maryland",50060,Garden,GluckD
60305,60305,False,std,10851,TipperB,Harvard,Male,"New York, New York",53703,Archipelago,GluckG
45186,45186,False,std,4437,BarinholtzI,Cornell,Male,"Los Angeles, California",40776,Pacific,GluckW
40718,40718,False,pm,3716,CherlinR,New York University,Male,"New York, New York",34676,Galaxy,GluckstadtM
23727,23727,False,std,6627,MeyerS,University of Toronto,Male,"Toronto, Ontario",24277,Maelstrom,GluhicM
24233,24233,False,cc,5699,MatthewsP,Washington University in St. Louis,Male,"Bellaire, Texas",21372,Tidewater,GluskinJ
61620,61620,False,std,17007,GreenzweigG,Xavier University,Male,"Geneva, Illinois",44649,Nova,GlynnJ
29397,29397,False,std,2138,NagorskyM,Binghamton University Baylor College of Medicine,Male,"Seguin, Texas",2138,Sierra,GlynnK
64969,64969,False,std,17007,GreenzweigG,Illinois  Institute of Technology,Male,"Orland Park, Illinois",44649,Nova,GlynnT
42779,42779,False,std,24247,GuterlJ,University of Chicago,Male,"Washington, DC",40507,Bayou,GoD
59377,59377,False,std,24247,GuterlJ,University of Notre Dame,Male,"South Bend, Indiana",42779,Bayou,GoDoriginal
17416,17416,False,std,16657,CrosslandC,Johns Hopkins University,Male,"San Francisco, California",26045,Highland,GoR
67162,67162,False,std,21416,LeonasJ,None,Male,"Palm Harbor, Florida",64878,Valhalla,GoarJ
4707,4707,False,std,13318,TormaM,Michigan State University,Male,"Chandler, Arizona",7099,River,GobeskiA
40627,40627,False,pm,2177,HerlinJ,University of Dayton,Male,"Chesterfield, Missouri",35279,Cascade,GobreskiJ
957,957,False,std,13309,TrelaJ,University of Michigan,Female,"Ann Arbor, Michigan",11958,Olympic,GociM
15705,15705,False,topcont,6089,MaggioA,,Male,"Centerport, New York",13087,Wilderness,GockschM
27947,27947,False,std,26549,DuffyM,"University of California, Berkeley",Cisgender Female,"San Francisco, California",18007,Summit,GodarJ
67213,67213,False,std,4845,JustmanJ,,Male,"Columbus, Ohio",56334,Olympic,GodayP
22665,22665,False,std,10409,JaremekD,,Female,"Ottawa, Ontario",10409,Hinterland,GodbyL
10158,10158,False,std,6988,JonesW,Oxford,Female,"Oxford, United Kingdom",6988,Yukon,GodelA
47607,47607,False,std,29227,LovejoyA,UC Davis,Male,"San Jose, California",15900,Canyon,GoderA
36348,36348,False,std,5229,MeachamB,Wake Forest University,Cisgender Male,"Durham, North Carolina",19087,Rubicon,GodfreyJ
12169,12169,False,std,23223,AnthonyS,"SUNY Binghamton, UMass Amherst",Female,"Somerville, Massachusetts",22141,Ravenna,GodfreyJ2
26475,26475,False,std,20972,KaplanC,"University of Toronto (where I went to school), University of Waterloo (where I work now)",Male,"Waterloo, Ontario",20972,Rainforest,GodfreyMigod
21423,21423,False,pm,21423,GodfreyR,University of Pennsylvania,Male,"Philadelphia, Pennsylvania",25488,Aurora,GodfreyR
25534,25534,False,pm,29753,OakesJ,Illinois State University,Male,"Houston, Texas",3820,Glacier,GodingJ
38807,38807,False,std,10346,PorcellaJ,Westminster,Man,"London, United Kingdom",8267,Yukon,GodkinL
62742,62742,False,pm,27621,SternT,Brown University,Male,"Los Angeles, California",25749,Spring,GodnickM
14218,14218,False,std,8913,YoungJM,University of Guelph,Male,"Guelph, Ontario",28211,Outback,GodonP
55128,55128,False,std,5692,VinyardS,"University of Redlands, San Francisco Conservatory of Music",Male,"Oakland, California",35712,Alpine,GodoyM
65443,65443,False,std,7074,EtterT,,Male,"New York, New York",21360,Meadow,GodshallO
2644,2644,False,topcont,16092,TichenorJ,University of Washington,Female,"Seattle, Washington",19875,Keystone,GodwinJ
67487,67487,False,topcont,13688,McIlroyD,United States,It's Complicated,"Charlottesville, Virginia",63855,Monolith,GoebC
37302,37302,False,std,6723,ZawistowskiS,Kansas,Male,"Chicago, Illinois",11701,Garden,GoebelC
45157,45157,False,std,38046,CampinC,,Male,"Cambridge, Massachusetts",38046,Blue,GoebelS
17324,17324,False,pm,17324,GoecknerB,Washington University in St Louis,Male,"San Diego, California",15372,Rubicon,GoecknerB
34724,34724,False,std,17324,GoecknerB,University of Iowa,Female,"Phoenix, Arizona",17324,Rubicon,GoecknerC
35965,35965,False,std,17324,GoecknerB,Knox,Male,"Burlington, Iowa",17324,Rubicon,GoecknerF
19363,19363,False,pm,17324,GoecknerB,"Creighton University, Harvard Law School",Male,"Boston, Massachusetts",17324,Rubicon,GoecknerP
13185,13185,False,std,24961,ToscoP,Texas A&M University,Male,"Lawrence, Kansas",22118,Piedmont,GoerdelT
4004,4004,False,std,4004,GoetheJ,Missouri S&T,Male,"Derby, Kansas",2290,Windward,GoetheJ
42727,42727,False,std,22204,McLernonS,UCLA,Male,"Danville, California",38434,Hinterland,GoetschJ
8813,8813,False,std,2138,NagorskyM,Binghamton/University of Rochester,Female,"Buffalo, New York",2138,Sierra,Goetz-BixbyJ
57378,57378,False,std,44889,GoetzH,Georgetown University,Male,"Baltimore, Maryland",44889,Summit,GoetzChuck
67008,67008,False,std,44889,GoetzH,William and Mary,Male,"Seattle, Washington",57378,Summit,GoetzEJ
44889,44889,False,std,44889,GoetzH,University of North Carolina at Chapel Hill,Male,"Minneapolis, Minnesota",20088,Summit,GoetzH
29025,29025,False,pm,24858,BakerH,Drexel University,Male,"Scotch Plains, New Jersey",24858,Windward,GoetzM
21587,21587,False,pm,11719,TuckerP,Notre Dame,Male,"Chicago, Illinois",11719,Fjord,GoetzR
25459,25459,False,pm,25459,GoffD,"Virginia Tech, South Carolina",Male,"Wichita, Kansas",16878,Frontier,GoffD
4635,4635,False,topcont,21654,PerconteD,Yale University,Male,"Chicago, Illinois",21654,Orbital,GoffD2
56454,56454,False,std,36466,BakerB2,,Male,"Fort Worth, Texas",46539,Forest,GoggansN
59484,59484,False,std,16689,RedlD,University of Virginia,Male,"New York, New York",23762,Lyceum,GogginB
63441,63441,False,std,28795,PapiasviliD,Reed College,Male,"Brooklyn, New York",40822,Orbital,GogginB_
23762,23762,False,pm,16689,RedlD,University of Virginia,Male,"Purcellville, Virginia",16689,Lyceum,GogginM
2491,2491,False,std,27943,FriedewaldR,University of Southampton,Female,"Southampton, United Kingdom",12859,Seneca,GogginT
64508,64508,False,std,27946,NiblettA,University of Toronto,Agnostic,"Toronto, Ontario",20728,Olive,Goh McMillenAJ
26006,26006,False,cc,11863,McKenzieMac,Georgia Tech and Illinois,Male,"Waynesboro, Pennsylvania",11863,Junction,GoheenC
10137,10137,False,std,3833,PopeT,Arizona State University,Male,"Minneapolis, Minnesota",11621,Monolith,GohilA2
47890,47890,False,std,4133,WilliamsC3,The George Washington University,Male,"Denver, Colorado",4133,Laguna,GohlA
52874,52874,False,std,4741,KimballR2,None,Male,"Minneapolis, Minnesota",43651,Maelstrom,GoinS
54095,54095,False,std,17332,WeiszJ,Tufts University,Man,"Medford, Massachusetts",22069,Windward,GoingZ
45397,45397,False,std,4337,BlockS,John Carroll University,Female,"Cleveland, Ohio",41553,Outback,GoistR
15927,15927,False,topcont,27734,KrotovM,Melbourne/Columbia,Male,"Brooklyn, New York",2870,Orbital,GokhmarkG
27700,27700,False,pm,20681,ZamboleW,Notre Dame,Male,"Chicago, Illinois",24261,Cosmos,GolaJ
57665,57665,False,std,20681,ZamboleW,,Female,"Chicago, Illinois",27700,Cosmos,GolaM
14307,14307,False,std,23714,SausvilleK,Duke University,Male,"Washington, DC",23714,Memorial,GoldB
52162,52162,False,std,22658,RaskTM,Northwestern University,Male,"Brooklyn, New York",49887,Foundry,GoldDJ
16905,16905,False,std,12674,BlashkaW,Cornell University,Female,"Los Angeles, California",27061,Garden,GoldI
59733,59733,False,std,52049,GerstenA,,Female,"Denver, Colorado",52049,Sierra,GoldJ
41406,41406,False,pm,5238,SavageJ,Princeton,Male,"Chicago, Illinois",5238,Continental,GoldJT
1508,1508,False,std,1508,GoldK,UC Berkeley,Male,"Los Angeles, California",4104,Bayou,GoldK
15028,15028,False,std,23714,SausvilleK,University of Pennsylvania,Male,"New York, New York",14307,Memorial,GoldM
6391,6391,False,topcont,9193,KlionskyG,Northwestern,Male,"Key West, Florida",9193,Yukon,GoldR
17476,17476,False,std,3346,OttenbergE,UC Berkeley,Male,"San Jose, California",6372,Boardwalk,GoldbardI
6372,6372,False,std,3346,OttenbergE,,Male,"Los Angeles, California",2488,Boardwalk,GoldbardL
66523,66523,False,std,26747,StaleyM,Yale,Male,"New York, New York",62374,Denali,GoldbergA2
37604,37604,False,std,25647,BuiserA,University of Illinois,Male,"Chicago, Illinois",25647,Sequoia,GoldbergAA
37092,37092,False,std,1207,DemorestT,,Male,"Alexandria, Virginia",35995,Evergreen,GoldbergD
64932,64932,False,pm,9260,EtebariM,Case Western Reserve University,Male,"Philadelphia, Pennsylvania",3549,Skyline,GoldbergJ43
19435,19435,False,std,29880,LerroD,,Male,"Waterbury, Vermont",14520,Taiga,GoldbergR2
37556,37556,False,std,28536,HelvestineW,Columbia University,Male,"Chicago, Illinois",7499,Tundra,GoldbergS2
51471,51471,False,std,2890,SchwartzJF,University of Pittsburgh,Female,"Chicago, Illinois",46591,Byzantium,GoldbergerR
56381,56381,False,std,17420,SmithSP,,Male,"Seattle, Washington",10672,Coastal,GoldenA
57362,57362,False,std,28803,GoodeM,University of Washington,Male,"Seattle, Washington",45264,Piedmont,GoldenB
25519,25519,False,std,7497,TaglicJ,University of Arizona,Male,"Houston, Texas",21468,Commonwealth,GoldenM
19297,19297,False,pm,12674,BlashkaW,"Emory University, Georgia State Law, St. John's Law",Male,"Wilmington, Delaware",12674,Garden,GoldenS
63678,63678,False,std,17420,SmithSP,,Male,"Naples, Florida",56381,Coastal,GoldenTK
25273,25273,False,std,8660,WeissS,American University,Female,"Chicago, Illinois",8660,Plaza,GoldenV
21468,21468,False,std,7497,TaglicJ,University of Texas at Austin,Male,"Austin, Texas",7497,Commonwealth,GoldenW
38908,38908,False,std,23336,Barclay,Syracuse,Male,"Brooklyn, New York",23336,Frontier,GoldfarbA2
57647,57647,False,std,37493,SluskyD,,Male,"Highland Park, New Jersey",37493,Horizon,GoldfarbDJ
41281,41281,False,pm,22919,ThackerA,,Cisgender Male,"Houston, Texas",20164,Zephyr,GoldfarbDavidJ
46281,46281,False,std,26747,StaleyM,,Male,"Brooklyn, New York",26747,Denali,GoldfarbE
49634,49634,False,cc,36704,GrapenthienM,Arizona State University,Male,"Scottsdale, Arizona",47202,Harbor,GoldfarbR
14981,14981,False,std,4504,JacobiA,Boston University,Male,"Arlington, Virginia",22408,Cascade,GoldfederJ
44277,44277,False,std,3617,AradM,MIT,Male,"Princeton Junction, New Jersey",2834,Taiga,GoldfingerA
2834,2834,False,std,3617,AradM,Washington University in St. Louis,Male,"Cambridge, Massachusetts",3617,Taiga,GoldfingerD
36371,36371,False,std,21615,JuA,Harvard,Male,"Los Angeles, California",21615,Outback,GoldfisherJ
54973,54973,False,cc,4845,JustmanJ,,Male,"Blue Bell, Pennsylvania",28021,Olympic,GoldichM
